sample,elapsed_s,mark,calibratorCalibrated,ikCalibrated,trackingAssigned,mappingCalibrated,simulatedInput,dataSource,leftAvailable,rightAvailable,leftFallback,rightFallback,leftValgus_deg,rightValgus_deg,leftFlex_deg,rightFlex_deg,swayRMS_mm,swayVelocity_mps,symmetry_pct,leftReach_pct,rightReach_pct,pelvis_x,pelvis_y,pelvis_z,leftKnee_x,leftKnee_y,leftKnee_z,rightKnee_x,rightKnee_y,rightKnee_z,leftAnkle_x,leftAnkle_y,leftAnkle_z,rightAnkle_x,rightAnkle_y,rightAnkle_z
499,55.343,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,22.647,-32.659,57.172,58.086,9.126,0.208,1.587,4.058,0.000,1.579,0.005,1.787,1.663,-0.402,2.078,1.446,-0.413,2.129,1.642,-0.850,1.961,1.472,-0.855,1.991
500,55.445,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,6.087,-14.451,49.919,51.665,17.146,0.237,3.439,1.522,0.000,1.576,0.039,1.819,1.662,-0.404,2.086,1.449,-0.405,2.107,1.643,-0.852,1.969,1.473,-0.850,1.977
501,55.567,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,1.348,-8.957,40.538,42.419,27.016,0.401,4.535,0.514,0.000,1.573,0.077,1.849,1.662,-0.400,2.068,1.450,-0.398,2.083,1.644,-0.852,1.965,1.473,-0.848,1.970
502,55.688,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.550,-5.068,28.380,30.489,36.943,0.192,7.162,0.000,0.602,1.568,0.111,1.880,1.661,-0.395,2.033,1.454,-0.392,2.045,1.643,-0.852,1.953,1.475,-0.848,1.960
503,55.800,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.947,-2.587,13.638,17.600,46.190,0.230,25.366,0.000,2.278,1.564,0.133,1.906,1.656,-0.393,1.976,1.460,-0.389,1.998,1.638,-0.854,1.927,1.478,-0.849,1.944
504,55.902,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.307,-2.021,11.565,11.359,53.791,0.187,1.790,0.000,0.491,1.563,0.147,1.926,1.657,-0.380,1.987,1.462,-0.379,1.984,1.637,-0.841,1.947,1.478,-0.842,1.947
505,56.011,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.712,-2.208,9.838,9.266,62.704,0.154,5.985,0.000,0.708,1.563,0.155,1.942,1.658,-0.373,1.997,1.459,-0.373,1.994,1.637,-0.835,1.965,1.474,-0.836,1.968
506,56.112,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.558,-1.206,2.037,2.358,70.572,0.110,14.610,0.000,0.807,1.562,0.155,1.956,1.652,-0.375,1.947,1.466,-0.375,1.945,1.632,-0.838,1.941,1.477,-0.839,1.945
507,56.223,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.648,-0.982,3.384,3.686,77.441,0.151,8.533,0.000,0.562,1.561,0.150,1.971,1.651,-0.380,1.957,1.465,-0.380,1.954,1.630,-0.843,1.960,1.474,-0.844,1.961
508,56.335,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.847,-0.703,4.630,4.881,83.286,0.118,5.282,0.000,0.695,1.557,0.144,1.982,1.650,-0.386,1.965,1.463,-0.385,1.961,1.628,-0.849,1.973,1.472,-0.849,1.975
509,56.446,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.025,-0.487,5.681,5.763,87.886,0.074,1.432,0.000,0.590,1.554,0.136,1.991,1.648,-0.394,1.971,1.462,-0.393,1.967,1.626,-0.857,1.985,1.470,-0.857,1.984
510,56.546,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.092,-0.664,8.321,11.906,90.932,0.059,35.456,1.668,0.000,1.555,0.124,1.998,1.649,-0.404,1.963,1.462,-0.401,1.935,1.626,-0.867,1.984,1.469,-0.864,1.963
511,56.659,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.327,-0.753,13.957,16.353,92.166,0.047,15.809,1.411,0.000,1.555,0.114,2.003,1.651,-0.409,1.934,1.461,-0.406,1.913,1.627,-0.871,1.968,1.467,-0.868,1.950
512,56.780,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.565,-0.607,17.566,19.454,91.173,0.045,10.203,1.137,0.000,1.554,0.107,2.007,1.651,-0.413,1.918,1.461,-0.409,1.899,1.626,-0.874,1.959,1.466,-0.871,1.944
513,56.891,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.549,-0.316,16.761,18.309,88.313,0.031,8.826,0.799,0.000,1.553,0.109,2.011,1.651,-0.411,1.926,1.464,-0.409,1.909,1.626,-0.873,1.966,1.469,-0.871,1.953
514,56.992,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.505,-0.257,16.249,17.636,83.624,0.020,8.186,0.488,0.000,1.553,0.110,2.013,1.651,-0.411,1.930,1.465,-0.408,1.915,1.626,-0.872,1.968,1.470,-0.870,1.956
515,57.103,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.463,-0.267,16.356,17.482,77.304,0.016,6.654,0.404,0.000,1.554,0.110,2.015,1.652,-0.411,1.930,1.466,-0.409,1.917,1.627,-0.872,1.967,1.471,-0.871,1.956
516,57.215,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.430,-0.269,16.377,17.504,69.709,0.016,6.655,0.512,0.000,1.555,0.110,2.016,1.652,-0.410,1.930,1.466,-0.408,1.917,1.626,-0.872,1.966,1.472,-0.871,1.956
517,57.327,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.438,-0.259,16.740,17.860,61.635,0.007,6.476,0.572,0.000,1.556,0.109,2.017,1.651,-0.411,1.928,1.466,-0.409,1.916,1.626,-0.873,1.965,1.472,-0.871,1.955
518,57.450,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.443,-0.261,16.939,18.063,51.611,0.018,6.423,0.661,0.000,1.556,0.109,2.018,1.651,-0.411,1.928,1.466,-0.408,1.916,1.625,-0.873,1.965,1.471,-0.871,1.955
519,57.571,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.456,-0.302,17.560,18.642,41.449,0.038,5.977,0.649,0.000,1.556,0.107,2.021,1.652,-0.411,1.926,1.466,-0.409,1.914,1.626,-0.873,1.963,1.472,-0.871,1.952
520,57.683,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.437,-0.324,17.608,18.756,34.011,0.021,6.316,0.658,0.000,1.555,0.107,2.024,1.652,-0.411,1.927,1.466,-0.409,1.914,1.627,-0.873,1.962,1.472,-0.871,1.951
521,57.794,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.397,-0.391,17.490,18.741,27.879,0.021,6.903,0.630,0.000,1.554,0.107,2.027,1.652,-0.411,1.929,1.465,-0.408,1.916,1.627,-0.873,1.962,1.473,-0.871,1.951
522,57.905,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.421,-0.445,17.984,19.056,23.269,0.048,5.787,0.644,0.000,1.553,0.106,2.031,1.652,-0.411,1.929,1.465,-0.408,1.916,1.628,-0.873,1.962,1.473,-0.871,1.950
523,58.016,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.462,-0.437,18.267,19.261,19.462,0.036,5.299,0.593,0.000,1.551,0.106,2.035,1.651,-0.410,1.930,1.464,-0.408,1.917,1.628,-0.873,1.961,1.473,-0.871,1.950
524,58.128,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.514,-0.418,18.752,19.613,16.542,0.035,4.489,0.584,0.000,1.549,0.104,2.038,1.650,-0.411,1.929,1.463,-0.408,1.917,1.628,-0.873,1.960,1.473,-0.871,1.949
525,58.239,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.496,-0.327,18.653,19.198,14.737,0.029,2.881,0.961,0.000,1.548,0.104,2.041,1.650,-0.410,1.931,1.463,-0.408,1.918,1.629,-0.873,1.961,1.472,-0.871,1.946
526,58.340,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.417,-0.480,18.711,18.920,13.888,0.029,1.112,1.741,0.000,1.547,0.104,2.044,1.650,-0.410,1.931,1.463,-0.407,1.916,1.631,-0.873,1.958,1.475,-0.870,1.936
527,58.451,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.376,-0.555,18.641,18.919,13.672,0.029,1.478,1.649,0.000,1.546,0.103,2.047,1.650,-0.410,1.931,1.463,-0.407,1.916,1.632,-0.873,1.955,1.477,-0.870,1.934
528,58.564,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.335,-0.596,18.054,18.463,13.774,0.010,2.244,1.393,0.000,1.546,0.105,2.049,1.650,-0.409,1.934,1.463,-0.406,1.920,1.633,-0.872,1.955,1.478,-0.869,1.936
529,58.674,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.335,-0.604,17.830,18.446,13.983,0.012,3.396,1.077,0.000,1.545,0.105,2.050,1.650,-0.408,1.935,1.463,-0.405,1.921,1.633,-0.872,1.953,1.478,-0.869,1.936
530,58.785,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.307,-0.620,17.738,18.557,14.190,0.010,4.512,0.810,0.000,1.546,0.105,2.052,1.651,-0.408,1.935,1.463,-0.405,1.921,1.633,-0.871,1.950,1.477,-0.869,1.936
531,58.897,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.328,-0.628,17.804,18.708,14.330,0.003,4.950,0.603,0.000,1.547,0.104,2.053,1.651,-0.408,1.934,1.463,-0.405,1.921,1.633,-0.871,1.949,1.477,-0.869,1.937
532,58.997,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.320,-0.631,17.914,18.731,14.308,0.009,4.457,0.621,0.000,1.547,0.104,2.053,1.651,-0.408,1.935,1.464,-0.405,1.922,1.633,-0.871,1.950,1.477,-0.869,1.938
533,59.108,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.351,-0.592,17.677,18.449,14.090,0.006,4.277,0.536,0.000,1.548,0.105,2.053,1.651,-0.408,1.936,1.464,-0.405,1.924,1.632,-0.871,1.951,1.476,-0.869,1.940
534,59.219,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.344,-0.558,17.212,18.100,13.582,0.011,5.031,0.316,0.000,1.548,0.106,2.053,1.651,-0.408,1.938,1.464,-0.405,1.926,1.631,-0.871,1.950,1.476,-0.869,1.941
535,59.320,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.382,-0.511,16.866,17.873,12.774,0.010,5.799,0.062,0.000,1.548,0.106,2.052,1.651,-0.407,1.938,1.464,-0.405,1.926,1.631,-0.871,1.948,1.475,-0.869,1.941
536,59.431,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.530,-0.344,16.727,17.918,11.641,0.032,6.874,0.000,0.173,1.547,0.106,2.051,1.650,-0.407,1.936,1.463,-0.405,1.924,1.630,-0.871,1.944,1.473,-0.869,1.939
537,59.543,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.885,0.048,16.462,17.611,10.313,0.048,6.745,0.000,0.011,1.544,0.107,2.048,1.649,-0.407,1.937,1.461,-0.405,1.924,1.627,-0.870,1.947,1.470,-0.869,1.939
538,59.654,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.513,0.704,16.603,17.405,8.942,0.078,4.714,0.993,0.000,1.540,0.108,2.044,1.646,-0.408,1.941,1.459,-0.405,1.924,1.620,-0.871,1.958,1.463,-0.869,1.941
539,59.754,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-15.789,1.457,19.134,17.117,8.021,0.072,11.132,3.802,0.000,1.535,0.109,2.039,1.710,-0.410,1.978,1.456,-0.405,1.923,1.656,-0.871,1.988,1.456,-0.869,1.942
540,59.876,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-16.478,2.294,18.449,15.835,8.056,0.036,15.250,4.291,0.000,1.529,0.113,2.034,1.706,-0.409,1.989,1.452,-0.404,1.928,1.648,-0.869,1.994,1.448,-0.868,1.945
541,59.988,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-16.828,3.061,17.760,14.605,9.188,0.049,19.496,4.525,0.000,1.525,0.116,2.029,1.701,-0.407,1.998,1.449,-0.403,1.934,1.640,-0.868,1.999,1.441,-0.867,1.949
542,60.099,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-17.185,17.163,17.651,18.211,11.179,0.060,3.121,0.868,0.000,1.519,0.118,2.025,1.695,-0.406,2.003,1.523,-0.401,1.986,1.632,-0.867,2.001,1.483,-0.864,1.987
543,60.211,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-19.349,19.342,19.674,20.180,13.608,0.058,2.539,0.785,0.000,1.514,0.116,2.021,1.701,-0.406,2.003,1.529,-0.401,1.986,1.633,-0.866,2.001,1.483,-0.863,1.988
544,60.322,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-23.909,23.411,24.154,24.158,16.248,0.055,0.016,0.931,0.000,1.508,0.109,2.018,1.722,-0.409,2.001,1.546,-0.403,1.983,1.643,-0.867,1.999,1.490,-0.864,1.987
545,60.434,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-26.835,26.199,27.062,26.868,19.033,0.050,0.720,0.985,0.000,1.502,0.104,2.015,1.732,-0.410,1.999,1.555,-0.404,1.982,1.646,-0.868,2.000,1.493,-0.865,1.988
546,60.550,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-29.114,28.438,29.290,28.954,21.790,0.031,1.154,0.886,0.000,1.496,0.099,2.012,1.738,-0.411,1.998,1.561,-0.405,1.983,1.647,-0.868,2.000,1.494,-0.865,1.989
547,60.657,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-30.375,29.677,30.491,30.071,24.349,0.059,1.389,0.603,0.000,1.492,0.097,2.008,1.741,-0.412,1.999,1.564,-0.406,1.985,1.647,-0.868,1.999,1.493,-0.865,1.990
548,60.768,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-30.777,30.008,30.862,30.324,26.505,0.022,1.757,0.308,0.000,1.489,0.097,2.005,1.741,-0.412,2.001,1.563,-0.406,1.986,1.645,-0.867,1.999,1.491,-0.865,1.991
549,60.880,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-30.924,30.115,30.975,30.362,28.155,0.034,2.000,0.094,0.000,1.488,0.097,2.001,1.741,-0.411,2.002,1.563,-0.406,1.988,1.646,-0.867,1.999,1.492,-0.865,1.992
550,60.992,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-30.692,29.883,30.734,30.090,29.240,0.031,2.116,0.000,0.037,1.488,0.098,1.998,1.740,-0.411,2.003,1.562,-0.405,1.988,1.645,-0.867,2.000,1.491,-0.865,1.993
551,61.103,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-30.895,30.162,30.927,30.344,29.745,0.021,1.903,0.000,0.171,1.488,0.097,1.996,1.740,-0.411,2.003,1.563,-0.405,1.989,1.645,-0.867,2.000,1.491,-0.865,1.994
552,61.214,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-31.702,30.930,31.727,31.088,29.607,0.018,2.033,0.000,0.203,1.488,0.096,1.994,1.745,-0.412,2.003,1.567,-0.406,1.989,1.647,-0.867,2.000,1.493,-0.865,1.995
553,61.327,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-32.159,31.307,32.184,31.455,28.799,0.017,2.292,0.000,0.230,1.489,0.095,1.992,1.748,-0.412,2.002,1.570,-0.406,1.989,1.648,-0.867,2.000,1.494,-0.865,1.995
554,61.436,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-32.590,31.615,32.611,31.756,27.349,0.013,2.655,0.000,0.199,1.490,0.094,1.991,1.750,-0.412,2.002,1.571,-0.407,1.989,1.649,-0.867,2.001,1.494,-0.865,1.995
555,61.548,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-32.376,31.405,32.399,31.537,25.395,0.011,2.695,0.000,0.173,1.491,0.095,1.990,1.750,-0.412,2.002,1.571,-0.406,1.989,1.648,-0.866,2.001,1.493,-0.865,1.995
556,61.659,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-31.889,31.040,31.910,31.153,23.070,0.014,2.401,0.000,0.183,1.493,0.096,1.989,1.748,-0.412,2.001,1.570,-0.406,1.989,1.647,-0.866,2.001,1.492,-0.865,1.996
557,61.770,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-31.576,30.812,31.598,30.914,20.723,0.014,2.188,0.000,0.269,1.495,0.097,1.988,1.747,-0.412,2.001,1.569,-0.406,1.990,1.645,-0.866,2.001,1.491,-0.865,1.996
558,61.882,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-31.226,30.568,31.241,30.649,18.417,0.030,1.914,0.000,0.282,1.498,0.098,1.988,1.747,-0.412,2.001,1.570,-0.406,1.991,1.646,-0.866,2.001,1.492,-0.865,1.996
559,61.994,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-30.607,30.097,30.618,30.182,16.181,0.039,1.433,0.000,0.301,1.503,0.098,1.988,1.748,-0.412,2.002,1.572,-0.406,1.990,1.647,-0.867,2.001,1.495,-0.865,1.996
560,62.104,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-27.595,27.456,27.611,27.535,14.278,0.077,0.276,0.000,0.177,1.510,0.104,1.989,1.738,-0.411,2.001,1.565,-0.405,1.991,1.644,-0.867,2.001,1.494,-0.864,1.995
561,62.216,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-23.143,23.518,23.159,23.614,13.225,0.103,1.948,0.036,0.000,1.519,0.111,1.990,1.722,-0.409,2.000,1.553,-0.403,1.990,1.639,-0.867,2.001,1.492,-0.864,1.994
562,62.316,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-18.212,3.941,18.248,13.909,13.383,0.067,26.985,5.660,0.000,1.526,0.118,1.991,1.702,-0.406,1.999,1.448,-0.404,1.915,1.631,-0.866,2.001,1.431,-0.867,1.941
563,62.428,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.196,2.878,10.262,9.713,14.906,0.063,5.490,3.924,0.000,1.536,0.125,1.993,1.666,-0.404,1.999,1.453,-0.401,1.943,1.615,-0.865,2.003,1.442,-0.864,1.962
564,62.529,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.256,2.192,6.859,6.984,16.663,0.085,1.812,0.855,0.000,1.541,0.128,1.993,1.639,-0.401,1.972,1.457,-0.400,1.960,1.603,-0.864,1.986,1.451,-0.864,1.975
565,62.640,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.382,1.420,6.467,5.660,19.037,0.034,13.298,0.344,0.000,1.546,0.130,1.993,1.642,-0.400,1.972,1.460,-0.399,1.969,1.612,-0.862,1.988,1.459,-0.863,1.982
566,62.740,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.778,0.789,6.320,5.669,20.745,0.021,10.844,0.422,0.000,1.548,0.129,1.993,1.643,-0.400,1.972,1.462,-0.400,1.969,1.617,-0.863,1.990,1.466,-0.863,1.984
567,62.851,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.220,0.141,6.207,7.646,22.462,0.027,20.773,1.437,0.000,1.549,0.126,1.990,1.645,-0.404,1.971,1.463,-0.402,1.956,1.624,-0.867,1.992,1.472,-0.866,1.977
568,62.963,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.837,-0.485,6.926,9.975,23.720,0.028,36.082,2.209,0.000,1.549,0.123,1.988,1.645,-0.406,1.966,1.462,-0.403,1.940,1.628,-0.869,1.991,1.476,-0.866,1.968
569,63.073,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.787,-0.768,8.378,11.230,24.325,0.035,29.093,2.264,0.000,1.546,0.122,1.984,1.645,-0.407,1.956,1.460,-0.404,1.931,1.631,-0.869,1.987,1.477,-0.867,1.962
570,63.185,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.031,-0.789,11.327,13.316,24.278,0.058,16.143,1.879,0.000,1.542,0.119,1.980,1.645,-0.409,1.937,1.458,-0.406,1.915,1.632,-0.871,1.974,1.476,-0.868,1.952
571,63.285,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.333,-0.700,14.000,15.424,23.751,0.050,9.678,1.362,0.000,1.538,0.114,1.977,1.645,-0.411,1.918,1.457,-0.409,1.900,1.632,-0.873,1.961,1.476,-0.870,1.943
572,63.408,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.473,-0.552,14.825,16.254,22.707,0.026,9.196,1.048,0.000,1.535,0.112,1.973,1.645,-0.412,1.910,1.456,-0.409,1.893,1.633,-0.873,1.956,1.475,-0.871,1.940
573,63.519,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.459,-0.438,13.929,15.471,21.577,0.018,10.490,1.032,0.000,1.533,0.115,1.971,1.644,-0.411,1.915,1.456,-0.408,1.897,1.633,-0.872,1.961,1.476,-0.870,1.945
574,63.619,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.509,-0.365,14.314,15.693,20.265,0.018,9.190,1.010,0.000,1.532,0.114,1.970,1.644,-0.411,1.913,1.456,-0.409,1.895,1.633,-0.873,1.960,1.476,-0.870,1.944
575,63.731,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.537,-0.256,14.200,15.438,18.766,0.006,8.356,0.943,0.000,1.530,0.114,1.969,1.643,-0.411,1.914,1.456,-0.409,1.897,1.633,-0.872,1.963,1.476,-0.870,1.947
576,63.832,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.548,-0.204,13.575,14.678,17.072,0.007,7.806,0.941,0.000,1.529,0.116,1.968,1.642,-0.410,1.919,1.456,-0.408,1.901,1.632,-0.872,1.966,1.477,-0.869,1.950
577,63.954,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.491,-0.166,12.693,13.795,15.082,0.007,8.318,0.912,0.000,1.530,0.117,1.968,1.642,-0.410,1.923,1.456,-0.408,1.906,1.632,-0.871,1.969,1.477,-0.869,1.953
578,64.064,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.433,-0.145,12.081,13.178,13.698,0.007,8.687,0.948,0.000,1.530,0.118,1.968,1.642,-0.409,1.927,1.456,-0.407,1.910,1.632,-0.871,1.971,1.476,-0.869,1.955
579,64.166,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.416,-0.141,11.864,12.921,12.808,0.020,8.531,0.961,0.000,1.532,0.119,1.969,1.642,-0.409,1.929,1.457,-0.407,1.912,1.631,-0.870,1.972,1.476,-0.868,1.957
580,64.278,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.298,-0.174,10.789,11.996,12.331,0.028,10.592,1.057,0.000,1.533,0.120,1.970,1.642,-0.408,1.936,1.457,-0.406,1.919,1.631,-0.870,1.977,1.476,-0.868,1.961
581,64.399,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.166,-0.327,10.816,12.213,11.847,0.043,12.131,1.114,0.000,1.536,0.120,1.973,1.643,-0.408,1.937,1.458,-0.406,1.919,1.632,-0.870,1.977,1.477,-0.868,1.960
582,64.500,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.889,-0.662,11.086,12.644,11.179,0.034,13.137,1.254,0.000,1.539,0.120,1.975,1.645,-0.408,1.936,1.460,-0.406,1.918,1.634,-0.870,1.975,1.480,-0.868,1.959
583,64.624,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.312,-1.284,11.008,12.855,10.104,0.070,15.483,1.299,0.000,1.544,0.119,1.979,1.647,-0.408,1.936,1.462,-0.406,1.918,1.639,-0.870,1.973,1.486,-0.868,1.957
584,64.733,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.752,-1.967,11.253,13.055,9.292,0.036,14.825,1.355,0.000,1.547,0.119,1.982,1.649,-0.408,1.935,1.465,-0.406,1.918,1.646,-0.871,1.971,1.493,-0.868,1.954
585,64.833,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-0.185,-2.673,12.181,13.818,8.817,0.032,12.589,1.440,0.000,1.549,0.117,1.985,1.652,-0.409,1.930,1.466,-0.406,1.915,1.653,-0.871,1.967,1.500,-0.868,1.949
586,64.945,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,0.392,-3.473,13.209,14.685,9.004,0.016,10.584,1.733,0.000,1.551,0.115,1.987,1.655,-0.410,1.926,1.468,-0.407,1.909,1.661,-0.872,1.963,1.508,-0.868,1.942
587,65.047,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,0.757,-4.091,15.196,16.150,9.739,0.017,6.087,1.873,0.000,1.550,0.111,1.989,1.657,-0.411,1.915,1.470,-0.408,1.898,1.668,-0.873,1.955,1.515,-0.869,1.931
588,65.156,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,1.273,-4.838,16.853,17.563,10.722,0.019,4.131,2.014,0.000,1.552,0.108,1.990,1.661,-0.412,1.906,1.472,-0.410,1.890,1.676,-0.874,1.949,1.523,-0.870,1.924
589,65.257,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,1.654,-26.734,19.664,26.745,11.580,0.038,30.515,0.000,6.841,1.554,0.100,1.991,1.665,-0.416,1.890,1.340,-0.418,1.983,1.684,-0.877,1.938,1.442,-0.872,1.988
590,65.380,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.035,-31.119,23.174,31.133,12.664,0.043,29.309,0.000,8.649,1.557,0.089,1.992,1.670,-0.422,1.869,1.320,-0.424,1.981,1.692,-0.882,1.923,1.433,-0.876,1.988
591,65.490,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.421,-34.886,26.163,34.930,13.671,0.023,28.700,0.000,9.895,1.560,0.078,1.992,1.674,-0.427,1.852,1.304,-0.429,1.977,1.699,-0.887,1.912,1.427,-0.880,1.987
592,65.591,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.701,-37.515,28.209,37.582,14.411,0.010,28.495,0.000,10.879,1.564,0.069,1.993,1.677,-0.432,1.840,1.293,-0.434,1.974,1.703,-0.891,1.903,1.422,-0.882,1.986
593,65.713,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.884,-39.039,29.327,39.104,15.016,0.001,28.575,0.000,11.859,1.565,0.063,1.993,1.681,-0.434,1.833,1.286,-0.436,1.971,1.708,-0.893,1.897,1.420,-0.884,1.985
594,65.824,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,2.903,-39.717,29.759,39.733,15.190,0.014,28.706,0.000,12.552,1.565,0.061,1.993,1.682,-0.435,1.830,1.283,-0.438,1.976,1.710,-0.894,1.894,1.418,-0.885,1.987
595,65.925,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,36.211,-39.888,36.905,39.906,15.094,0.007,7.814,0.000,1.815,1.566,0.061,1.993,1.477,-0.435,1.954,1.282,-0.438,1.977,1.578,-0.889,1.981,1.418,-0.885,1.988
